0.680667,0.673051,0.663814,0.655197,0.635342,0.624022,0.595445,0.581631,0.571651,0.560942,0.50832,0.512443,0.515841,0.504056,0.476653,0.458684,0.43569,0.421478,0.41,0.381139,0.378649,
0.733684,0.726393,0.719341,0.712329,0.702336,0.71714,0.689905,0.67436,0.668281,0.674623,0.676838,0.652276,0.638375,0.629041,0.590799,0.576221,0.545965,0.542238,0.526825,0.516543,0.50003,
0.756506,0.748631,0.739748,0.718691,0.725398,0.705628,0.713393,0.692059,0.693508,0.693836,0.670297,0.65335,0.648749,0.621808,0.613876,0.598261,0.563386,0.570128,0.549201,0.53133,0.531051,
0.7725,0.757631,0.753418,0.752441,0.723221,0.731867,0.720786,0.704736,0.698352,0.69524,0.68634,0.681952,0.647197,0.62878,0.603202,0.605955,0.627211,0.535972,0.570374,0.563159,0.520459,
0.785739,0.772444,0.756396,0.734468,0.733148,0.758594,0.747343,0.711147,0.712187,0.707677,0.702041,0.668557,0.659474,0.641276,0.656478,0.643106,0.617646,0.611756,0.61189,0.576749,0.560362,
0.793051,0.785829,0.787313,0.782176,0.779674,0.764298,0.775941,0.750398,0.743955,0.744871,0.724994,0.716473,0.726133,0.700664,0.700627,0.690962,0.691162,0.687343,0.677495,0.652193,0.648253,
0.788153,0.784583,0.776177,0.780367,0.769074,0.745942,0.774354,0.763008,0.760493,0.749325,0.753262,0.744966,0.731569,0.731167,0.727473,0.723789,0.716246,0.699438,0.681611,0.668681,0.667527,
0.790611,0.788201,0.777844,0.774768,0.78082,0.769987,0.779941,0.77895,0.7629,0.760098,0.755961,0.755014,0.742986,0.748921,0.738167,0.726387,0.736393,0.735547,0.716944,0.69769,0.703267,
0.807331,0.805625,0.795597,0.791376,0.792809,0.784876,0.779962,0.77599,0.770801,0.773767,0.767806,0.762324,0.748235,0.751738,0.745522,0.745423,0.729398,0.729506,0.7216,0.716943,0.719509,
0.855442,0.845144,0.829323,0.825577,0.826378,0.814583,0.802452,0.803164,0.797883,0.792148,0.788653,0.781776,0.776891,0.770331,0.765257,0.756286,0.753576,0.748466,0.748123,0.740188,0.74435,
0.911808,0.903777,0.888819,0.873464,0.872227,0.858739,0.841415,0.836413,0.831537,0.816347,0.812311,0.802519,0.792159,0.787468,0.781134,0.770918,0.753803,0.752792,0.752415,0.756961,0.756521,
0.959658,0.950209,0.932227,0.922039,0.913246,0.901977,0.888019,0.879441,0.867822,0.857278,0.849231,0.832845,0.82555,0.814315,0.796478,0.792694,0.782696,0.780648,0.771873,0.772466,0.77368,
0.989843,0.979527,0.966417,0.949584,0.93394,0.927122,0.917389,0.906025,0.893189,0.890752,0.871649,0.855334,0.847243,0.836235,0.824554,0.811172,0.797745,0.787925,0.783155,0.781541,0.77633,
0.998918,0.992702,0.983014,0.970686,0.958699,0.953086,0.947663,0.943201,0.924831,0.911938,0.90092,0.886924,0.875247,0.861013,0.840299,0.835377,0.826122,0.811184,0.81415,0.794814,0.795611,
1,0.994503,0.989409,0.985044,0.966191,0.963854,0.957863,0.949198,0.936863,0.93413,0.915029,0.909192,0.893141,0.888467,0.868534,0.856901,0.848942,0.83208,0.819737,0.805236,0.802933,
1,0.995971,0.994212,0.99835,0.947957,0.975545,0.968178,0.963718,0.962765,0.947442,0.940344,0.927752,0.912282,0.897137,0.869451,0.871079,0.870312,0.855071,0.842346,0.826859,0.849013,
1,0.998788,0.993829,0.991732,0.987104,0.985637,0.973669,0.973507,0.962459,0.960742,0.950696,0.944779,0.905649,0.925397,0.916863,0.901292,0.886296,0.883965,0.855873,0.844515,0.821892,
1,0.998043,0.99645,0.995269,0.995232,0.994163,0.997409,0.980488,0.975003,0.967204,0.96329,0.954371,0.947173,0.935013,0.929008,0.915777,0.907023,0.887093,0.877182,0.86223,0.848884,
1,0.999981,0.998525,0.997357,0.995033,0.992596,0.988336,0.984313,0.980629,0.975853,0.967894,0.959941,0.953144,0.942899,0.938051,0.929209,0.915753,0.906086,0.893533,0.876387,0.864823,
1,0.999798,0.999444,0.998422,0.997657,0.994869,0.992029,0.99116,0.987614,0.981686,0.978444,0.971142,0.966515,0.961711,0.952223,0.951888,0.940055,0.925344,0.910622,0.905061,0.899161,
